[URNAI REPORT AT 2020-08-24 14:01:40.841897] 
   Agent: SC2Agent
   ActionWrapper: SimpleTerranWrapper
   StateBuilder: Simple64GridState
   RewardBuilder: KilledUnitsReward
   Environment: SC2Env
   Model: DDQNKeras

[URNAI REPORT AT 2020-08-24 14:01:40.842095] WARNING! Starting new training on /home/lpdcalves//terran_ddqn_v_easy_fa316ed_t2 with SAVING ENABLED.
[URNAI REPORT AT 2020-08-24 14:01:40.857328] > Training
[URNAI REPORT AT 2020-08-24 14:01:40.857351] 
   Agent: SC2Agent
   ActionWrapper: SimpleTerranWrapper
   StateBuilder: Simple64GridState
   RewardBuilder: KilledUnitsReward
   Environment: SC2Env
   Model: DDQNKeras

[URNAI REPORT AT 2020-08-24 14:41:06.330274] Episode: 31/3000 | Outcome: 1 | Episode Avg. Reward: 3404.838710 | Episode Reward: 7975.000000 | Episode Steps: 680.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7089773356104484}
[URNAI REPORT AT 2020-08-24 14:42:31.316770] Episode: 32/3000 | Outcome: 0 | Episode Avg. Reward: 3391.406250 | Episode Reward: 2975.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7005204083454374}
[URNAI REPORT AT 2020-08-24 14:43:48.131382] Episode: 33/3000 | Outcome: 0 | Episode Avg. Reward: 3415.909091 | Episode Reward: 4200.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6921643582385134}
[URNAI REPORT AT 2020-08-24 14:45:08.848582] Episode: 34/3000 | Outcome: 0 | Episode Avg. Reward: 3343.382353 | Episode Reward: 950.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6839079819919892}
[URNAI REPORT AT 2020-08-24 14:46:23.200641] Episode: 35/3000 | Outcome: 0 | Episode Avg. Reward: 3303.571429 | Episode Reward: 1950.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6757500906615311}
[URNAI REPORT AT 2020-08-24 14:47:40.570687] Episode: 36/3000 | Outcome: 0 | Episode Avg. Reward: 3311.805556 | Episode Reward: 3600.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6676895094849415}
[URNAI REPORT AT 2020-08-24 14:48:59.225891] Episode: 37/3000 | Outcome: 0 | Episode Avg. Reward: 3239.189189 | Episode Reward: 625.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6597250777129945}
[URNAI REPORT AT 2020-08-24 14:50:13.493915] Episode: 38/3000 | Outcome: 0 | Episode Avg. Reward: 3182.236842 | Episode Reward: 1075.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6518556484422823}
[URNAI REPORT AT 2020-08-24 14:51:22.449489] Episode: 39/3000 | Outcome: 0 | Episode Avg. Reward: 3285.256410 | Episode Reward: 7200.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6440800884500631}
[URNAI REPORT AT 2020-08-24 14:52:49.921450] Episode: 40/3000 | Outcome: 0 | Episode Avg. Reward: 3230.625000 | Episode Reward: 1100.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6363972780310576}
[URNAI REPORT AT 2020-08-24 14:54:14.010607] Episode: 41/3000 | Outcome: 0 | Episode Avg. Reward: 3176.219512 | Episode Reward: 1000.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6288061108362323}
[URNAI REPORT AT 2020-08-24 14:55:32.706476] Episode: 42/3000 | Outcome: 0 | Episode Avg. Reward: 3245.238095 | Episode Reward: 6075.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6213054937134598}
[URNAI REPORT AT 2020-08-24 14:57:01.783582] Episode: 43/3000 | Outcome: 0 | Episode Avg. Reward: 3185.465116 | Episode Reward: 675.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6138943465501117}
[URNAI REPORT AT 2020-08-24 14:58:21.482242] Episode: 44/3000 | Outcome: 0 | Episode Avg. Reward: 3221.590909 | Episode Reward: 4775.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.6065716021175177}
[URNAI REPORT AT 2020-08-24 14:59:50.769265] Episode: 45/3000 | Outcome: 0 | Episode Avg. Reward: 3207.222222 | Episode Reward: 2575.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.599336205917282}
[URNAI REPORT AT 2020-08-24 15:01:19.316053] Episode: 46/3000 | Outcome: 0 | Episode Avg. Reward: 3150.000000 | Episode Reward: 575.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5921871160294285}
[URNAI REPORT AT 2020-08-24 15:02:49.431391] Episode: 47/3000 | Outcome: 0 | Episode Avg. Reward: 3151.063830 | Episode Reward: 3200.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5851233029623619}
[URNAI REPORT AT 2020-08-24 15:04:11.120730] Episode: 48/3000 | Outcome: 0 | Episode Avg. Reward: 3126.041667 | Episode Reward: 1950.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5781437495046242}
[URNAI REPORT AT 2020-08-24 15:05:33.475495] Episode: 49/3000 | Outcome: 0 | Episode Avg. Reward: 3178.061224 | Episode Reward: 5675.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5712474505784101}
[URNAI REPORT AT 2020-08-24 15:06:54.589629] Episode: 50/3000 | Outcome: 0 | Episode Avg. Reward: 3181.500000 | Episode Reward: 3350.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5644334130948183}
[URNAI REPORT AT 2020-08-24 15:08:17.434429] Episode: 51/3000 | Outcome: 0 | Episode Avg. Reward: 3159.313725 | Episode Reward: 2050.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5577006558108716}
[URNAI REPORT AT 2020-08-24 15:09:43.386617] Episode: 52/3000 | Outcome: 0 | Episode Avg. Reward: 3126.923077 | Episode Reward: 1475.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5510482091881851}
